Nick,League Points,Total Games,Daily League Points,Daily Games,lolchess
TFTZelus,71,95,0,0.0,https://lolchess.gg/profile/EUW/TFTZelus
ShawXiao,71,222,0,0.0,https://lolchess.gg/profile/EUW/ShawXiao
  MiMang  Wang,70,169,0,0.0,https://lolchess.gg/profile/EUW/  MiMang  Wang
a Fapple a Day,70,95,0,0.0,https://lolchess.gg/profile/EUW/a Fapple a Day
TFTanaka,70,90,0,0.0,https://lolchess.gg/profile/EUW/TFTanaka
HobartiGz,69,95,0,0.0,https://lolchess.gg/profile/EUW/HobartiGz
Drelloz,68,66,0,0.0,https://lolchess.gg/profile/EUW/Drelloz
nuklearne,67,230,0,0.0,https://lolchess.gg/profile/EUW/nuklearne
Bikibi,67,98,0,0.0,https://lolchess.gg/profile/EUW/Bikibi
Astoriaz,67,125,0,0.0,https://lolchess.gg/profile/EUW/Astoriaz
CSE Artemiôs,67,158,0,0.0,https://lolchess.gg/profile/EUW/CSE Artemiôs
OmaestroTFT,67,51,0,0.0,https://lolchess.gg/profile/EUW/OmaestroTFT
Sam Lebriz,65,93,0,0.0,https://lolchess.gg/profile/EUW/Sam Lebriz
THC Madness,65,164,0,0.0,https://lolchess.gg/profile/EUW/THC Madness
FNX Amadeus,63,260,0,0.0,https://lolchess.gg/profile/EUW/FNX Amadeus
yOUgOZ136,60,148,0,0.0,https://lolchess.gg/profile/EUW/yOUgOZ136
Taiyu,54,127,0,0.0,https://lolchess.gg/profile/EUW/Taiyu
DiegoKj3,54,201,0,0.0,https://lolchess.gg/profile/EUW/DiegoKj3
Crappy,54,144,0,0.0,https://lolchess.gg/profile/EUW/Crappy
KURFUZZLED,53,47,0,0.0,https://lolchess.gg/profile/EUW/KURFUZZLED
ttv Dospii,52,179,0,0.0,https://lolchess.gg/profile/EUW/ttv Dospii
JulianoTheLucker,51,79,0,0.0,https://lolchess.gg/profile/EUW/JulianoTheLucker
Kwarkaapje,51,80,0,0.0,https://lolchess.gg/profile/EUW/Kwarkaapje
B3 Kind,51,131,0,0.0,https://lolchess.gg/profile/EUW/B3 Kind
Stadler,50,184,0,0.0,https://lolchess.gg/profile/EUW/Stadler
Noobdown0815,49,147,0,0.0,https://lolchess.gg/profile/EUW/Noobdown0815
Zhao Hua Xi Shi,48,61,0,0.0,https://lolchess.gg/profile/EUW/Zhao Hua Xi Shi
ElAzkar,48,224,0,0.0,https://lolchess.gg/profile/EUW/ElAzkar
ValPerinu,48,171,0,0.0,https://lolchess.gg/profile/EUW/ValPerinu
Dantag,48,114,0,0.0,https://lolchess.gg/profile/EUW/Dantag
GOZAMANNEN,48,235,0,0.0,https://lolchess.gg/profile/EUW/GOZAMANNEN
Manwel,48,161,0,0.0,https://lolchess.gg/profile/EUW/Manwel
Xàyah Enjoyer,48,133,0,0.0,https://lolchess.gg/profile/EUW/Xàyah Enjoyer
Pinkyyyy,47,116,0,0.0,https://lolchess.gg/profile/EUW/Pinkyyyy
RubenRabarbaro,46,143,0,0.0,https://lolchess.gg/profile/EUW/RubenRabarbaro
Lee Jî Eun,46,152,0,0.0,https://lolchess.gg/profile/EUW/Lee Jî Eun
Bàbh,44,128,0,0.0,https://lolchess.gg/profile/EUW/Bàbh
Exaea,44,233,0,0.0,https://lolchess.gg/profile/EUW/Exaea
kroogmissile,42,183,0,0.0,https://lolchess.gg/profile/EUW/kroogmissile
proax13,42,292,0,0.0,https://lolchess.gg/profile/EUW/proax13
CardinalPeche,41,131,0,0.0,https://lolchess.gg/profile/EUW/CardinalPeche
MehmetYigit TFT,41,135,0,0.0,https://lolchess.gg/profile/EUW/MehmetYigit TFT
Pangqiu,41,223,0,0.0,https://lolchess.gg/profile/EUW/Pangqiu
mangobayx,40,117,0,0.0,https://lolchess.gg/profile/EUW/mangobayx
Ravish,39,154,0,0.0,https://lolchess.gg/profile/EUW/Ravish
Too Much Ketchup,39,174,0,0.0,https://lolchess.gg/profile/EUW/Too Much Ketchup
qwertypasser,39,137,0,0.0,https://lolchess.gg/profile/EUW/qwertypasser
Nurem0r,39,110,0,0.0,https://lolchess.gg/profile/EUW/Nurem0r
NST91,38,135,0,0.0,https://lolchess.gg/profile/EUW/NST91
David le marrant,38,156,0,0.0,https://lolchess.gg/profile/EUW/David le marrant
Turn Steak,38,157,0,0.0,https://lolchess.gg/profile/EUW/Turn Steak
Angelababy214,38,108,0,0.0,https://lolchess.gg/profile/EUW/Angelababy214
God please top 4,37,138,0,0.0,https://lolchess.gg/profile/EUW/God please top 4
unokingg,37,177,0,0.0,https://lolchess.gg/profile/EUW/unokingg
KC Zeelk,37,132,0,0.0,https://lolchess.gg/profile/EUW/KC Zeelk
WGT Zurgie,36,129,0,0.0,https://lolchess.gg/profile/EUW/WGT Zurgie
SpätzleBub,36,149,0,0.0,https://lolchess.gg/profile/EUW/SpätzleBub
TheOnlyKingLL,35,125,0,0.0,https://lolchess.gg/profile/EUW/TheOnlyKingLL
zeze123zz,35,308,0,0.0,https://lolchess.gg/profile/EUW/zeze123zz
TÉTÉ LA VITESSE,35,204,0,0.0,https://lolchess.gg/profile/EUW/TÉTÉ LA VITESSE
TT Z3us,35,197,0,0.0,https://lolchess.gg/profile/EUW/TT Z3us
Poss4ble,35,128,0,0.0,https://lolchess.gg/profile/EUW/Poss4ble
Trivial Gewonnen,34,129,0,0.0,https://lolchess.gg/profile/EUW/Trivial Gewonnen
Morgias,34,123,0,0.0,https://lolchess.gg/profile/EUW/Morgias
ReicherSüdländer,34,199,0,0.0,https://lolchess.gg/profile/EUW/ReicherSüdländer
Marcik TFT,33,96,0,0.0,https://lolchess.gg/profile/EUW/Marcik TFT
not clever ,32,100,0,0.0,https://lolchess.gg/profile/EUW/not clever 
RQ Noz Senpai,32,113,0,0.0,https://lolchess.gg/profile/EUW/RQ Noz Senpai
Seeking Bliss,32,155,0,0.0,https://lolchess.gg/profile/EUW/Seeking Bliss
Mitch Bot,32,129,0,0.0,https://lolchess.gg/profile/EUW/Mitch Bot
Caparso,30,150,0,0.0,https://lolchess.gg/profile/EUW/Caparso
CIement,30,135,0,0.0,https://lolchess.gg/profile/EUW/CIement
Artlink,30,149,0,0.0,https://lolchess.gg/profile/EUW/Artlink
sετο κaiba,29,82,0,0.0,https://lolchess.gg/profile/EUW/sετο κaiba
Cemos,29,110,0,0.0,https://lolchess.gg/profile/EUW/Cemos
HuIyr,29,163,0,0.0,https://lolchess.gg/profile/EUW/HuIyr
Gros Mat0u,28,186,0,0.0,https://lolchess.gg/profile/EUW/Gros Mat0u
LXRDMASTERKING,28,156,0,0.0,https://lolchess.gg/profile/EUW/LXRDMASTERKING
Bläckhole,28,89,0,0.0,https://lolchess.gg/profile/EUW/Bläckhole
AkazaR TFT,28,152,0,0.0,https://lolchess.gg/profile/EUW/AkazaR TFT
Dhraugark,28,101,0,0.0,https://lolchess.gg/profile/EUW/Dhraugark
soc un DAKT4R,27,116,0,0.0,https://lolchess.gg/profile/EUW/soc un DAKT4R
Dinver TFT,27,170,0,0.0,https://lolchess.gg/profile/EUW/Dinver TFT
mitrom,27,111,0,0.0,https://lolchess.gg/profile/EUW/mitrom
SyIIa ,27,123,0,0.0,https://lolchess.gg/profile/EUW/SyIIa 
Undëäd,27,142,0,0.0,https://lolchess.gg/profile/EUW/Undëäd
JR70 DymBu,26,204,0,0.0,https://lolchess.gg/profile/EUW/JR70 DymBu
chauckster,25,167,0,0.0,https://lolchess.gg/profile/EUW/chauckster
Dzyer,25,104,0,0.0,https://lolchess.gg/profile/EUW/Dzyer
xNolskog,24,159,0,0.0,https://lolchess.gg/profile/EUW/xNolskog
Flàx,24,146,0,0.0,https://lolchess.gg/profile/EUW/Flàx
davidismfbored,22,78,0,0.0,https://lolchess.gg/profile/EUW/davidismfbored
Charmsnare92,21,84,0,0.0,https://lolchess.gg/profile/EUW/Charmsnare92
Kir,21,165,0,0.0,https://lolchess.gg/profile/EUW/Kir
qmiiii,21,185,0,0.0,https://lolchess.gg/profile/EUW/qmiiii
UDG ThunderKing,20,156,0,0.0,https://lolchess.gg/profile/EUW/UDG ThunderKing
Devil Pink,19,111,0,0.0,https://lolchess.gg/profile/EUW/Devil Pink
Unskilled Rush,19,81,0,0.0,https://lolchess.gg/profile/EUW/Unskilled Rush
OwerdoOse,19,86,0,0.0,https://lolchess.gg/profile/EUW/OwerdoOse
BGN DaemonsTv,19,104,0,0.0,https://lolchess.gg/profile/EUW/BGN DaemonsTv
nicoletta,18,204,0,0.0,https://lolchess.gg/profile/EUW/nicoletta
villaaaaaaaaa,18,214,0,0.0,https://lolchess.gg/profile/EUW/villaaaaaaaaa
LuminTFT,18,115,0,0.0,https://lolchess.gg/profile/EUW/LuminTFT
Serious IV,17,110,0,0.0,https://lolchess.gg/profile/EUW/Serious IV
De4thClawF4,17,122,0,0.0,https://lolchess.gg/profile/EUW/De4thClawF4
Todag,17,153,0,0.0,https://lolchess.gg/profile/EUW/Todag
Krohn Dehli,17,88,0,0.0,https://lolchess.gg/profile/EUW/Krohn Dehli
Vezzuu,17,76,0,0.0,https://lolchess.gg/profile/EUW/Vezzuu
GrevusS,17,304,0,0.0,https://lolchess.gg/profile/EUW/GrevusS
SarulL,17,159,0,0.0,https://lolchess.gg/profile/EUW/SarulL
JULIOTI,17,144,0,0.0,https://lolchess.gg/profile/EUW/JULIOTI
Said1709,16,208,0,0.0,https://lolchess.gg/profile/EUW/Said1709
DenielsBergkamp,16,126,0,0.0,https://lolchess.gg/profile/EUW/DenielsBergkamp
Ceryto,16,69,0,0.0,https://lolchess.gg/profile/EUW/Ceryto
Press D no F,16,148,0,0.0,https://lolchess.gg/profile/EUW/Press D no F
MasterSoda,15,107,0,0.0,https://lolchess.gg/profile/EUW/MasterSoda
Lil Cabbage,15,102,0,0.0,https://lolchess.gg/profile/EUW/Lil Cabbage
Desertec,14,54,0,0.0,https://lolchess.gg/profile/EUW/Desertec
Lazy Lawyer,14,268,0,0.0,https://lolchess.gg/profile/EUW/Lazy Lawyer
OtaQ,14,98,0,0.0,https://lolchess.gg/profile/EUW/OtaQ
Tess971,13,274,0,0.0,https://lolchess.gg/profile/EUW/Tess971
Kcorp Ultra 1891,13,83,0,0.0,https://lolchess.gg/profile/EUW/Kcorp Ultra 1891
Yonks Fata,13,123,0,0.0,https://lolchess.gg/profile/EUW/Yonks Fata
Miknug TFT ,13,180,0,0.0,https://lolchess.gg/profile/EUW/Miknug TFT 
Combaetilics,12,125,0,0.0,https://lolchess.gg/profile/EUW/Combaetilics
MarieCeleste,12,105,0,0.0,https://lolchess.gg/profile/EUW/MarieCeleste
Cormick,12,117,0,0.0,https://lolchess.gg/profile/EUW/Cormick
Je Déteste Crier,11,97,0,0.0,https://lolchess.gg/profile/EUW/Je Déteste Crier
ChuaTe MuonLoai,11,162,0,0.0,https://lolchess.gg/profile/EUW/ChuaTe MuonLoai
Nattk2soloq,10,134,0,0.0,https://lolchess.gg/profile/EUW/Nattk2soloq
ANTIC Kowles,10,281,0,0.0,https://lolchess.gg/profile/EUW/ANTIC Kowles
pee marten,10,150,0,0.0,https://lolchess.gg/profile/EUW/pee marten
BBBEASTMODE,10,105,0,0.0,https://lolchess.gg/profile/EUW/BBBEASTMODE
Queen B Simp,10,68,0,0.0,https://lolchess.gg/profile/EUW/Queen B Simp
Musaruf,10,56,0,0.0,https://lolchess.gg/profile/EUW/Musaruf
dreamboat02,10,160,0,0.0,https://lolchess.gg/profile/EUW/dreamboat02
TMS ShurikenMya,9,109,0,0.0,https://lolchess.gg/profile/EUW/TMS ShurikenMya
SkinkOlaf,9,165,0,0.0,https://lolchess.gg/profile/EUW/SkinkOlaf
Elonomics,9,59,0,0.0,https://lolchess.gg/profile/EUW/Elonomics
Treé New Bee,9,188,0,0.0,https://lolchess.gg/profile/EUW/Treé New Bee
Vincenza,9,64,0,0.0,https://lolchess.gg/profile/EUW/Vincenza
Glloo,9,159,0,0.0,https://lolchess.gg/profile/EUW/Glloo
TFT Negan,8,101,0,0.0,https://lolchess.gg/profile/EUW/TFT Negan
Mrs Yin,8,90,0,0.0,https://lolchess.gg/profile/EUW/Mrs Yin
C4ptainCh0co,8,149,0,0.0,https://lolchess.gg/profile/EUW/C4ptainCh0co
TFT Yasuo,8,187,0,0.0,https://lolchess.gg/profile/EUW/TFT Yasuo
Ájany,7,161,0,0.0,https://lolchess.gg/profile/EUW/Ájany
bluebullberry,7,97,0,0.0,https://lolchess.gg/profile/EUW/bluebullberry
Veezy,7,175,0,0.0,https://lolchess.gg/profile/EUW/Veezy
dayruin,7,141,0,0.0,https://lolchess.gg/profile/EUW/dayruin
NES InPhasis,7,160,0,0.0,https://lolchess.gg/profile/EUW/NES InPhasis
RuifoFamily,7,83,0,0.0,https://lolchess.gg/profile/EUW/RuifoFamily
PasdeTOP1,6,120,0,0.0,https://lolchess.gg/profile/EUW/PasdeTOP1
lovemenbutts,6,136,0,0.0,https://lolchess.gg/profile/EUW/lovemenbutts
kira1003,6,90,0,0.0,https://lolchess.gg/profile/EUW/kira1003
CHA Stuff,6,169,0,0.0,https://lolchess.gg/profile/EUW/CHA Stuff
Sleepy Blue,5,147,0,0.0,https://lolchess.gg/profile/EUW/Sleepy Blue
I Skii I,5,94,0,0.0,https://lolchess.gg/profile/EUW/I Skii I
Mergal,5,369,0,0.0,https://lolchess.gg/profile/EUW/Mergal
Großmeister Chey,5,78,0,0.0,https://lolchess.gg/profile/EUW/Großmeister Chey
Ba Men Ye Kai,5,159,0,0.0,https://lolchess.gg/profile/EUW/Ba Men Ye Kai
ntRtainment,4,120,0,0.0,https://lolchess.gg/profile/EUW/ntRtainment
Hulian,4,345,0,0.0,https://lolchess.gg/profile/EUW/Hulian
Artresis,3,59,0,0.0,https://lolchess.gg/profile/EUW/Artresis
MalìMalìHòng,3,149,0,0.0,https://lolchess.gg/profile/EUW/MalìMalìHòng
HXkaiGod,3,222,0,0.0,https://lolchess.gg/profile/EUW/HXkaiGod
Golpescriticos,3,153,0,0.0,https://lolchess.gg/profile/EUW/Golpescriticos
The Jex,3,161,0,0.0,https://lolchess.gg/profile/EUW/The Jex
FOFU,3,249,0,0.0,https://lolchess.gg/profile/EUW/FOFU
eastside 16 1 ,3,169,0,0.0,https://lolchess.gg/profile/EUW/eastside 16 1 
TFT Bubule,3,71,0,0.0,https://lolchess.gg/profile/EUW/TFT Bubule
lowrolled my iq,3,81,0,0.0,https://lolchess.gg/profile/EUW/lowrolled my iq
bugcatchr,2,100,0,0.0,https://lolchess.gg/profile/EUW/bugcatchr
Niem Chi,2,104,0,0.0,https://lolchess.gg/profile/EUW/Niem Chi
Zenno,2,167,0,0.0,https://lolchess.gg/profile/EUW/Zenno
laopo,2,109,0,0.0,https://lolchess.gg/profile/EUW/laopo
Nel Koz,2,156,0,0.0,https://lolchess.gg/profile/EUW/Nel Koz
Matsia,2,93,0,0.0,https://lolchess.gg/profile/EUW/Matsia
Grumbla,2,132,0,0.0,https://lolchess.gg/profile/EUW/Grumbla
Alina2k4,1,86,0,0.0,https://lolchess.gg/profile/EUW/Alina2k4
Grompy Gimli,1,153,0,0.0,https://lolchess.gg/profile/EUW/Grompy Gimli
Dibbedibbedabb,1,97,0,0.0,https://lolchess.gg/profile/EUW/Dibbedibbedabb
merki65,1,176,0,0.0,https://lolchess.gg/profile/EUW/merki65
asterxissjblue,1,239,0,0.0,https://lolchess.gg/profile/EUW/asterxissjblue
Iíon,1,153,0,0.0,https://lolchess.gg/profile/EUW/Iíon
NKA Beerial,0,131,0,0.0,https://lolchess.gg/profile/EUW/NKA Beerial
Kwai,0,206,0,0.0,https://lolchess.gg/profile/EUW/Kwai
Elvyr,0,208,0,0.0,https://lolchess.gg/profile/EUW/Elvyr
T0ny D4ng,0,166,0,0.0,https://lolchess.gg/profile/EUW/T0ny D4ng
Lyssalyssa,0,101,0,0.0,https://lolchess.gg/profile/EUW/Lyssalyssa
KsTv Frozenking,0,129,0,0.0,https://lolchess.gg/profile/EUW/KsTv Frozenking
LarryRobert,0,155,0,0.0,https://lolchess.gg/profile/EUW/LarryRobert
SinbadTFT,0,253,0,0.0,https://lolchess.gg/profile/EUW/SinbadTFT
SokedY,0,107,0,0.0,https://lolchess.gg/profile/EUW/SokedY
MarekSaik10,0,160,0,0.0,https://lolchess.gg/profile/EUW/MarekSaik10
Insightful,0,240,0,0.0,https://lolchess.gg/profile/EUW/Insightful
Fais Moi Malz,0,116,0,0.0,https://lolchess.gg/profile/EUW/Fais Moi Malz
javipamotaa,0,188,0,0.0,https://lolchess.gg/profile/EUW/javipamotaa
MarcCs11,0,174,0,0.0,https://lolchess.gg/profile/EUW/MarcCs11
Joń Snus,0,184,0,0.0,https://lolchess.gg/profile/EUW/Joń Snus
Don Palermo,0,114,0,0.0,https://lolchess.gg/profile/EUW/Don Palermo
Pornstar Pengu,0,214,0,0.0,https://lolchess.gg/profile/EUW/Pornstar Pengu
Perfect Fr Pixel,0,176,0,0.0,https://lolchess.gg/profile/EUW/Perfect Fr Pixel
jonobo,0,283,0,0.0,https://lolchess.gg/profile/EUW/jonobo
Dutch3zwans,0,105,0,0.0,https://lolchess.gg/profile/EUW/Dutch3zwans
xXArchaikumXx,0,174,0,0.0,https://lolchess.gg/profile/EUW/xXArchaikumXx
Ymmuy,0,122,0,0.0,https://lolchess.gg/profile/EUW/Ymmuy
Yordula Grün,0,197,0,0.0,https://lolchess.gg/profile/EUW/Yordula Grün
akafezz,0,268,0,0.0,https://lolchess.gg/profile/EUW/akafezz
L3IEmAIN,0,191,0,0.0,https://lolchess.gg/profile/EUW/L3IEmAIN
Blebg,0,77,0,0.0,https://lolchess.gg/profile/EUW/Blebg
Senatorr,0,172,0,0.0,https://lolchess.gg/profile/EUW/Senatorr
Don Dunst,0,231,0,0.0,https://lolchess.gg/profile/EUW/Don Dunst
h3rdziu,0,102,0,0.0,https://lolchess.gg/profile/EUW/h3rdziu
KaTaKµRii,0,186,0,0.0,https://lolchess.gg/profile/EUW/KaTaKµRii
J1GEN tft,0,117,0,0.0,https://lolchess.gg/profile/EUW/J1GEN tft
Sòúl,0,237,0,0.0,https://lolchess.gg/profile/EUW/Sòúl
Haoyuan Li C6,0,137,0,0.0,https://lolchess.gg/profile/EUW/Haoyuan Li C6
ColdSun7,0,77,0,0.0,https://lolchess.gg/profile/EUW/ColdSun7
CD TANK PLAYER,0,126,0,0.0,https://lolchess.gg/profile/EUW/CD TANK PLAYER
Letrasynumeros,0,113,0,0.0,https://lolchess.gg/profile/EUW/Letrasynumeros
Dinomies,0,207,0,0.0,https://lolchess.gg/profile/EUW/Dinomies
endiska ,0,152,0,0.0,https://lolchess.gg/profile/EUW/endiska 
Τuχη,0,257,0,0.0,https://lolchess.gg/profile/EUW/Τuχη
Nemeh,0,129,0,0.0,https://lolchess.gg/profile/EUW/Nemeh
THE 8UG,0,205,0,0.0,https://lolchess.gg/profile/EUW/THE 8UG
Need a Face Mask,0,77,0,0.0,https://lolchess.gg/profile/EUW/Need a Face Mask
Kengo974,0,213,0,0.0,https://lolchess.gg/profile/EUW/Kengo974
ByGonchi,0,201,0,0.0,https://lolchess.gg/profile/EUW/ByGonchi
TFT Rambo,0,172,0,0.0,https://lolchess.gg/profile/EUW/TFT Rambo
Talinted,0,85,0,0.0,https://lolchess.gg/profile/EUW/Talinted
I  MAX  I,0,211,0,0.0,https://lolchess.gg/profile/EUW/I  MAX  I
ChuckWithNoTeam,0,142,0,0.0,https://lolchess.gg/profile/EUW/ChuckWithNoTeam
Tacovador,0,198,0,0.0,https://lolchess.gg/profile/EUW/Tacovador
HowToGrief101,0,74,0,0.0,https://lolchess.gg/profile/EUW/HowToGrief101
iyiyiy,0,126,0,0.0,https://lolchess.gg/profile/EUW/iyiyiy
Nukeey,0,109,0,0.0,https://lolchess.gg/profile/EUW/Nukeey
BORGAOO,0,210,0,0.0,https://lolchess.gg/profile/EUW/BORGAOO
Laeth,0,96,0,0.0,https://lolchess.gg/profile/EUW/Laeth
LaScìmmia,0,131,0,0.0,https://lolchess.gg/profile/EUW/LaScìmmia
SPS BrokenRoble,0,242,0,0.0,https://lolchess.gg/profile/EUW/SPS BrokenRoble
DoD0,0,128,0,0.0,https://lolchess.gg/profile/EUW/DoD0
BATOU DE LA VEGA,0,188,0,0.0,https://lolchess.gg/profile/EUW/BATOU DE LA VEGA
TM Bear,0,202,0,0.0,https://lolchess.gg/profile/EUW/TM Bear
LiyHo,0,99,0,0.0,https://lolchess.gg/profile/EUW/LiyHo
Suzed,0,204,0,0.0,https://lolchess.gg/profile/EUW/Suzed
Chok1,0,120,0,0.0,https://lolchess.gg/profile/EUW/Chok1
Biolaw,0,297,0,0.0,https://lolchess.gg/profile/EUW/Biolaw
